"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Romanian Deadlift (Barbell)",,"",0,"normal",50,8,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Romanian Deadlift (Barbell)",,"",1,"normal",50,8,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Romanian Deadlift (Barbell)",,"",2,"normal",50,8,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Calf Raise",,"",0,"normal",60,15,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Calf Raise",,"",1,"normal",60,25,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Calf Raise",,"",2,"normal",60,25,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Belt Squats",,"",0,"normal",100,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Belt Squats",,"",1,"normal",100,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Belt Squats",,"",2,"normal",100,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Belt Squats",,"",3,"normal",100,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Chest Flys (Cable)",,"",0,"normal",40,12,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Chest Flys (Cable)",,"",1,"normal",40,12,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Seated Chest Flys (Cable)",,"",2,"normal",40,15,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",20,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",20,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",20,10,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Lying Leg Raise",,"",0,"normal",,20,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Lying Leg Raise",,"",1,"normal",,20,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Lying Leg Raise",,"",2,"normal",,20,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Clamshell",,"",0,"normal",,20,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Clamshell",,"",1,"normal",,20,,,
"Legday","1 Sep 2026, 16:19","1 Sep 2026, 17:51","","Clamshell",,"",2,"normal",,20,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Bench Press (Barbell)",,"",0,"normal",75,5,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Bench Press (Barbell)",,"",1,"normal",75,5,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Bench Press (Barbell)",,"",2,"normal",75,5,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Bench Press (Barbell)",,"",3,"normal",75,5,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",20,8,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",20,8,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",20,8,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",90,6,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",90,6,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",90,6,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",90,6,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Cable Crunch",,"",0,"normal",80,10,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Cable Crunch",,"",1,"normal",80,10,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Cable Crunch",,"",2,"normal",80,10,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lateral Band Walks",,"",0,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lateral Band Walks",,"",1,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lateral Band Walks",,"",2,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Standing Calf Raise",,"",0,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Standing Calf Raise",,"",1,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Standing Calf Raise",,"",2,"normal",,24,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,8,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",55,8,,,
"Løfte stål","25 Aug 2026, 16:20","25 Aug 2026, 17:19","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",55,8,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Belt Squats",,"",0,"normal",80,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Belt Squats",,"",1,"normal",80,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Belt Squats",,"",2,"normal",100,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",75,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",75,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",75,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",8,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",8,10,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Chest Flys (Cable)",,"",0,"normal",30,15,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Chest Flys (Cable)",,"",1,"normal",30,15,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Seated Chest Flys (Cable)",,"",2,"normal",40,12,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Lying Leg Raise",,"",0,"normal",,20,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Lying Leg Raise",,"",1,"normal",,20,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Lying Leg Raise",,"",2,"normal",,20,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",5,15,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,15,,,
"Afternoon workout 💪","18 Aug 2026, 16:21","18 Aug 2026, 17:09","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",5,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Bench Press (Barbell)",,"",0,"normal",60,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Bench Press (Barbell)",,"",2,"normal",60,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",60,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",15,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",45,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",45,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",45,12,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lateral Raise (Cable)",,"",1,"normal",5,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Lateral Raise (Cable)",,"",2,"normal",5,15,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Cable Crunch",,"",0,"normal",70,8,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Cable Crunch",,"",1,"normal",80,8,,,
"Full body no legs","11 Aug 2026, 16:29","11 Aug 2026, 17:16","","Cable Crunch",,"",2,"normal",80,8,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",90,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",90,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",90,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Shoulder Press (Dumbbell)",,"",0,"normal",20,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Shoulder Press (Dumbbell)",,"",1,"normal",22,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Shoulder Press (Dumbbell)",,"",2,"normal",20,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Incline Bench Press (Dumbbell)",,"",0,"normal",56,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Incline Bench Press (Dumbbell)",,"",1,"normal",56,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Incline Bench Press (Dumbbell)",,"",2,"normal",56,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Triceps Extension (Dumbbell)",,"",0,"normal",25,12,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Triceps Extension (Dumbbell)",,"",1,"normal",25,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Triceps Extension (Dumbbell)",,"",2,"normal",25,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Dead Hang",,"",0,"normal",,,,60,
"Filipino workout","20 Apr 2026, 02:32","20 Apr 2026, 03:10","","Dead Hang",,"",1,"normal",,,,60,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Step Up",,"24kg",0,"normal",,12,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Step Up",,"24kg",1,"normal",,12,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Step Up",,"24kg",2,"normal",,12,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Step Up",,"24kg",3,"normal",,12,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",0,"normal",80,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",1,"normal",80,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",2,"normal",80,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",3,"normal",80,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Goblet Squat",,"",0,"normal",12,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Goblet Squat",,"",1,"normal",12,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Goblet Squat",,"",2,"normal",12,10,,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Dead Hang",,"",0,"normal",,,,60,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Dead Hang",,"",1,"normal",,,,60,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Dead Hang",,"",2,"normal",,,,60,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Dead Hang",,"",3,"normal",,,,60,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Farmers Walk",,"",0,"normal",40,,0.18,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Farmers Walk",,"",1,"normal",40,,0.15,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Farmers Walk",,"",2,"normal",40,,0.15,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Farmers Walk",,"",3,"normal",40,,0.15,,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Side Plank",,"",0,"normal",,,,80,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Side Plank",,"",1,"normal",,,,80,
"Tirsdag løpsstyrke","24 Mar 2026, 16:23","24 Mar 2026, 17:44","","Side Plank",,"",2,"normal",,,,80,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Step Up",,"24kg",0,"normal",,10,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Step Up",,"24kg",1,"normal",,10,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Step Up",,"24kg",2,"normal",,10,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Step Up",,"24kg",3,"normal",,10,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",0,"normal",80,10,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",1,"normal",80,15,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",2,"normal",80,15,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Hip Thrust (Barbell)",,"",3,"normal",80,15,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Bulgarian Split Squat",,"",0,"normal",28,8,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Bulgarian Split Squat",,"",1,"normal",28,8,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Bulgarian Split Squat",,"",2,"normal",28,8,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Dead Hang",,"",0,"normal",,,,60,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Dead Hang",,"",1,"normal",,,,60,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Dead Hang",,"",2,"normal",,,,60,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Farmers Walk",,"",0,"normal",40,,0.15,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Farmers Walk",,"",1,"normal",40,,0.15,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Farmers Walk",,"",2,"normal",40,,0.15,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Farmers Walk",,"",3,"normal",40,,0.15,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Cable Core Palloff Press",,"",0,"normal",25,24,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Cable Core Palloff Press",,"",1,"normal",25,24,,,
"Tirsdag løpsstyrke","17 Mar 2026, 16:26","17 Mar 2026, 17:44","","Cable Core Palloff Press",,"",2,"normal",25,24,,,
"Hiit hiit","19 Jan 2026, 16:31","19 Jan 2026, 16:59","","HIIT",,"",0,"normal",,,,1680,
"Afternoon workout 💪","16 Jan 2026, 15:48","16 Jan 2026, 16:21","","Walking",,"",0,"normal",,,3,1800,
"Afternoon workout 💪","16 Jan 2026, 15:48","16 Jan 2026, 16:21","","Dead Hang",,"",0,"normal",,,,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Running",,"",0,"normal",,,400,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Running",,"",1,"normal",,,400,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Running",,"",2,"normal",,,400,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Running",,"",3,"normal",,,400,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Burpee",,"",0,"normal",,10,,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Burpee",,"",1,"normal",,10,,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Burpee",,"",2,"normal",,10,,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Burpee",,"",3,"normal",,10,,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Dead Hang",,"",0,"normal",,,,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Dead Hang",,"",1,"normal",,,,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Dead Hang",,"",2,"normal",,,,60,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Farmers Walk",,"",0,"normal",32,,0.1,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Farmers Walk",,"",1,"normal",32,,0.1,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Farmers Walk",,"",2,"normal",32,,0.1,,
"Afternoon workout 💪","15 Jan 2026, 16:18","15 Jan 2026, 17:01","","Farmers Walk",,"",3,"normal",32,,0.1,,
"Afternoon workout 💪","14 Jan 2026, 17:55","14 Jan 2026, 18:10","","HIIT",,"",0,"normal",,,,900,
"Afternoon workout 💪","13 Jan 2026, 15:56","13 Jan 2026, 16:40","","Treadmill",,"",0,"normal",,,3.1,1620,
"Hiit monday","12 Jan 2026, 16:43","12 Jan 2026, 17:04","","HIIT",,"",0,"normal",,,,420,
"Hiit monday","12 Jan 2026, 16:43","12 Jan 2026, 17:04","","HIIT",,"",1,"normal",,,,420,
"Hiit monday","12 Jan 2026, 16:43","12 Jan 2026, 17:04","","HIIT",,"",2,"normal",,,,420,
"Fredag twerkout","9 Jan 2026, 18:17","9 Jan 2026, 18:52","","Treadmill",,"",0,"normal",,,4,2100,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Running",,"",0,"normal",,,400,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Running",,"",1,"normal",,,400,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Running",,"",2,"normal",,,400,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Burpee",,"",0,"normal",,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Burpee",,"",1,"normal",,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Burpee",,"",2,"normal",,10,,,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Dead Hang",,"",0,"normal",,,,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Dead Hang",,"",1,"normal",,,,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Dead Hang",,"",2,"normal",,,,60,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Farmers Walk",,"",0,"normal",32,,0.1,,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Farmers Walk",,"",1,"normal",32,,0.1,,
"Afternoon workout 💪","8 Jan 2026, 16:43","8 Jan 2026, 17:30","","Farmers Walk",,"",2,"normal",32,,0.1,,
"Afternoon workout 💪","6 Jan 2026, 16:41","6 Jan 2026, 16:59","","HIIT",,"",0,"normal",,,,360,
"Afternoon workout 💪","6 Jan 2026, 16:41","6 Jan 2026, 16:59","","HIIT",,"",1,"normal",,,,360,
"Afternoon workout 💪","6 Jan 2026, 16:41","6 Jan 2026, 16:59","","HIIT",,"",2,"normal",,,,360,
"Afternoon workout 💪","5 Jan 2026, 17:30","5 Jan 2026, 18:06","","HIIT",,"",0,"normal",,,,360,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lunge (Dumbbell)",,"",0,"normal",20,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lunge (Dumbbell)",,"",1,"normal",20,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lunge (Dumbbell)",,"",2,"normal",20,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lunge (Dumbbell)",,"",3,"normal",20,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Bench Press (Barbell)",,"",0,"normal",70,15,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Bench Press (Barbell)",,"",1,"normal",90,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Bench Press (Barbell)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Bench Press (Barbell)",,"",3,"normal",90,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Leg Press (Machine)",,"",0,"normal",200,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Leg Press (Machine)",,"",1,"normal",200,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Leg Press (Machine)",,"",2,"normal",200,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lat Pulldown (Cable)",,"",0,"normal",80,15,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lat Pulldown (Cable)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Lat Pulldown (Cable)",,"",2,"normal",80,10,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Hip Adduction (Machine)",,"",0,"normal",50,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Hip Adduction (Machine)",,"",1,"normal",60,15,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Hip Abduction (Machine)",,"",0,"normal",50,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Hip Abduction (Machine)",,"",1,"normal",70,20,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",75,12,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",75,12,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",65,12,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Back Extension (Hyperextension)",,"",0,"normal",,15,,,
"Afternoon workout 💪","28 Dec 2025, 12:06","28 Dec 2025, 13:07","","Back Extension (Hyperextension)",,"",1,"normal",,15,,,
"Afternoon workout 💪","23 Dec 2025, 11:48","23 Dec 2025, 13:13","","Bench Press (Barbell)",,"",0,"normal",90,10,,,
"Afternoon workout 💪","23 Dec 2025, 11:48","23 Dec 2025, 13:13","","Bench Press (Barbell)",,"",1,"normal",90,10,,,
"Afternoon workout 💪","23 Dec 2025, 11:48","23 Dec 2025, 13:13","","Bench Press (Barbell)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","23 Dec 2025, 11:48","23 Dec 2025, 13:13","","Lunge (Dumbbell)",,"",0,"normal",20,20,,,
"Afternoon workout 💪","23 Dec 2025, 11:48","23 Dec 2025, 13:13","","Lunge (Dumbbell)",,"",1,"normal",20,20,,,
